plocic;plotiť
plocik;plot
plodna;fertilná
plodza;plodia
plodzic;plodiť
plokac;plákať, pláchať
pĺopĺo;pole, roľa, pozemok,
ploskačka;ploskáčik
ploski;plochý
plošťica/e;švab/y
plot;plot
plotňa;strop
plotok;plot
pľuc;pľúvať
pĺuc;pľúvať
pľuce;pľútie
pľuckare;prezivka stavbarov
pľugavka;angína
pľuha;zlé počasie
pĺuha;nadávka,
pľuja;pľujú
pľuje;pľúva
plukac;plákať (prádlo)
plukacc;plachať, oplachovať,
plukaja;plákajú
plumpky;druh nohavíc
pľundra;ľahká žena
pľundrovac;ničiť
pľuska;frká
pľuskac;špliechať
pľuskaja;frkajú
pľuskaňe;frkanie
pľuskli;frkli
pľušč;plyš
pľuščovi;plyšový
pľuščovka;plyšová šatka
plúščovnik;kopitník európsky
pľuta;nečas
pľuta;malá rybka
pľuta;karta bez hodnoty
pľuvac;pľuť, pľuvať
plužic;prospievať,
plužňata;vozik pred pluhom
pňaček;pník
pńaček;pník, pníček,
pňački;pníčký,
pnačkoch;pniačikov
pňak;peň
pnak;pen
pńak;peň, nadáfka,
pńak expr.;tupec
pňeži;peniaze
po - hubic še;po - kaziť sa
po haňbe;oplzlo
po hutoracky;(po) zemplínsky
po jakemu;v akom jazyku
po kus;po troche
po perše;po prvé
po uboču;po stráni
po znajome;po známosti
po-harškac še;pozro popis
po-rendeľovac;po-upratovať,upratať
pobabrac;pokaziť
pobabrani;pokazený
pobabrem;pošpínim
pobač;pozri
pobača;uvidia
pobačce;popozerjte
pobačic;pozrieť
pobačicc;zbadať, vidieť,
pobačiš;uvidiš
pobahnuc;zatúžiť,
pobalamuceni;zmätený
pobalamucic;popliesť, zmiasť
pobalamucil;zmiatol,oklamal
pobalamucila;pobalamutila
pobalic;pobaliť
pobanovac;obanovať, oľutovať
pobanuješ;oľutuješ
pobaveńe;rozptýlenie
pobavic;pohrať
pobavic še;zahrať sa
pobavic še;pohrať sa
pobavice;pobavíte
pobavja;zabavia
pobečeľuj;postaraj sa, maj rád
pobedze;popoludní
pobehac;pobehať
pobehacc;pripustiť kravu k
pobehanakrava;oplodnená krava
pobehnuc;pobehnúť
pobehovac;pobehovať
pobelaveti;pomodretý
pobeleni;vymaľovaný
poberac;poberať
poberce;poberte
poberece;poberiete
pobereme še;zosobášime sa
pobereše;odíde
poberu še;zosobašia sa
pobeśedovac;podebatovať
pobešnel;zbláznil sa
pobešteĺovac;rezervovať,
pobidnec;schudnúť
pobidnuti;zbedačený,zmorený
pobigľovac;požehliť
pobigľovane;požehlené
pobigľovano;vyžehlené
pobigľuj;vyžehli
pobigľuja;požehlia
pobirac;poberať, odchádzať,
pobiraj še;choď už
pobiraja;poberajú
pobjerac;chystať sa preč,
pobjeracśe;chystať sa preč,
poblaceni;zablatený
poblacic;zablatiť
pobľadnuti;poblednutý
poblaźńic;poblázniť
poblaźńicśe;poblázniť sa
pobĺuc;ovracať
pobĺucśe;ovracať sa
pobludza;poblúdia
pobludzeni;poblúdený
pobludzic;zablúdiť, zblúdiť
pobľujaše;povracajú sa
poblukac;ponevierať
poblukańe;potúlanie
poblukani;ponevierajúci sa
poblukovac;ponevierať
pobľulbimše;povracal by som sa
pobĺuti;povracaný
pobockaj;pobozkaj
pobočkac;pobozkať
pobočkaj;pobozkaj
pobočkal;pobozkal
pobočkali;pobozkali
poboľečka;bruchabolenie
poboĺic;pobolieť
poboĺkac;bolieť (detský)
poboľovac;pobolievať
poboĺovac;pobolievať
poboľuja;poboľujú
pobosorovac;urieknuť, počarovať
pobośac;pobozkať
pobośkac;boskať
poboškac;pobozkať
poboškám;dám pusu
pobožni;nábožný
pobožnosc;pobožnosť
pobrac;pokradnúť
pobracśe;zosobášiť sa
pobrali še;zosobášili sa
pobridnuc;zoškarednúť
pobridzic;očierniť, znevažiť,
pobrindac;pošpiniť
pobrinkac;pozvoniť,
pobrinkovac;provokovať,
pobrizgám;pošpliecham
pobrodzic;pováľať, pobrodiť
pobrudzeni;zašpinený
pobrudzic;zašpiniť
pobrudzila;pošpínila
pobrušic;pobrúsiť
pobuc;pobudnúť, byť
pobuce;pobuďte
pobudzic;pobudiť
pobudzil;pobudil
pobul;bol
pobula;pobudla
pobura še;pobúria sa
poburac;pobúrať
poburdac;porozhadzovať,
pobureńe;pobúrenie,
poburic;pobúriť
poburikac;pobúrať,
pobzučec;pobzučať
pobzučel;pobzučal
poc;poď
poc hef;poď tu
poc hefkaj;poď sem
pocahac;poťahať
pocahani;povyťahovaný,
pocahľí;potiahli
pocahlo;potiahlo
pocahňem;potiahnem, ukradnem
pocahni;potiahni
pocahnuc;pozri popis
pocahnuce;potiahnutie
pocahnul;potiahol
pocahnula;potiahla
pocahovac;piť
pocahovac;kradnúť
pocahovačka;poťahovačka
pocanahrapky;poď sa zodpovedať za
pocapkac;pokvapkať,
poccivosc;poctivosť
pocdzme;poďme
poce;poďte
pocecha;útecha
pocedonas;poťe k nám
pocekńe;potečie,
poceknuc;potiecť,
pocem;poď sem
pocene;potenie
poceńe;potenie
pocepľec;otepliť sa
pocepľelo;oteplilo sa
pocepĺic;otepliť sa
pocepľovac;otepľovať
pocerpic;potrpieť
pocesnic;potesniť,
pocešena;potešená
pocešeňe;potešenie
pocešeńe;potešenie
pocešic;potešiť
pocešila;potešila
pocešovac;potešovať
pocešovani;upokojovaný,
pochabi;zhlúply,
pochabic;blázniť sa
pochalpeni;pouzlený
pochalpic;pouzliť
pochaltac;pohltať
pochaltani;pohltaný
pochamajdzic;pomilovať
pochartušeni;poškrtený
pochartušic;pohrdúsiť
pochasnovac;používať,
pochibic;urobiť chybu
pochitric;dovtípiť
pochitricśe;dovtípiť sa
pochladzic;ochladiť
pochĺapac;ošpliechať, oprskať,
pochĺapani;ošpliechaný
pochľapčuje;poprcháva
pochĺapuje;poprchava,
pochľipac;zjesť polievku
pochĺipac;posŕkať
pochĺipane;posŕkané
pochĺipańe;posŕkanie
pochĺipani;posŕkaný
pochĺipano;posŕkané
pochĺipkac;posŕkať
pochlipkaj;popapkaj
pochĺipkovane;posŕkavané
pochĺipkovańe;posŕkavanie
pochĺipkovani;posŕkavaný
pochĺipkovano;posŕkavané
pochlop še;pochval sa
pochlopic;pochlapiť
pochmareni;zamračený
pochmareno;zamračené (obloha)
pochmaric;zamračiť
pochmatac;pokradnúť
pochmurani;zamračený
pochmureni;zamračený
pochmureno;zamračeno
pochmuric;zamračiť
pochodzeńe;pochodenie
pochodzeno;pošliapané
pochodzic;pošliapať
pochodzicc;pochodiť, obchádzať,
pochodzim;pochdim
pochop;pochopenie
pochopeńe;pochopenie
pochopené;porozumené
pochopic;pochopiť
pochopu;poňatia
pochorec;onemocnieť
pochoric;pochorieť
pochoricc;onemocnieť
pochovac;pochovať
pochovańe;pochovanie,
pochrebcina;karé
pochrepcina;bravčové mäso
pochribcina;karé
pochucela;pochutila
pochvaľa;pochvália
pochvaĺen;pozdrav, jednoduchý
pochvaĺeni;pochválený
pochvaľimeše;pochválime sa
pochvatac;pochytať
poci;potí
poci še;potí sa
pociahnuc;ukradnúť,
pocic;potit sa
pociche;potiché
pocichi;potichu, opak nahlas
pocicho;potichu
pocichosci;potichostí
pocichu;potichu
pocichučki;tichučko,opak nahlas
pocichučky;potichu
pocichućki;potichučky
pocichuĺinki;potichučky
pocichy;potichu
pocickac;oralne milovanie
pocicśe;potiť sa
pociesk;náradie na hrnutie
pociesok;zhrňovač
pociest;?
pociganic;oklamať
pocihi;potichu
pocihučki;potichučky
pocímše;potím sa
pocirac;potierať
pocisk;široká motyka
pocisk;pozri popis
pocisk;stavebné náradie
pocisk;?
pociskac;pomilovat
pociskajaše;potlačia sa
pociskovac;posúvať, potlačovať,
pocisnuc;potlačiť,
pocišku;potichu
pocišňi;potlač
pocišni;potisni
pocme;potme
pocmeľuch;potmehúd
pocmešicke;poďme všetci
pocmoce;potme
pocmochtac;oralne pomilovať
pocmurkovac;pochlipkávať
pocudric;pokaziť (vzhľad)
pocvirkac;podojiť
pocvirkackravu;podojiť kravu
pocvirkani;postriekaný,podojený
počabrac;pošpiniť,
počac;začať
počacsebe;počať si, vedieť si
počala;porodila
počaľi;začali
počapac;postupať
počapani;špinavý
počapkac;potľapkať,
počapotac;ušpiniť
počapotane;pošpinené
počapotani;špinavý
počarac;naberať, zameniť,
počarbac;počmárať
počarbal;popreškrtával
počarbani;počmáraný
počarńec;ščernieť,
počarńeti;počiernetý
počarnic;počiernieť
počaromne;nižšie ako prekrásne
počaromńe;nižšie ako prekrásne
počaromni;tmavej pleti
počaromni~;?
počaromny;skromný
počaromný;pekný
počarovna;pekna
počarovni;tmavší
počarovny;tmavšej pleti
počarovný;pekný počierny
počastovac;ponuknuť
počastovala;pohostila
počaše;po čase
počatečni;počiatočný
počatek;začiatok
počatok;počiatok
počekac;počkať
počekaj;počkaj
počekaj kuščičko;počkaj trošičku
počekajce;počkajte
počekala;počkala
počekaľi;počkali
počenčovac;pomeniť
počerac;vymeniť
počeracc;zmeniť, vymeniť,
počerane;pomenené
počerani;zamenený
počerčic;poštrngať, zaštrngať
počerkac;poštrngať, zastrngať
počerkacsebe;štrngnúť si,
počerkotac;zaštrngať,
počerkovac;štrngať ( ostrohami)
počesni;počestný
počesnosc;poctivosť
počestovac;pohostiť
počeška;poťažká
počeškaj;poťažkaj
počeškala;poťažkala
počežka;poťažká
počežobic;sťažovať si,
počežobicsebe;komplikovať si,
počiĺic;vyčistiť
počim;po čom, za koľko
počinańe;počínanie
počipity;ústrojiť nevestu
počirac;pomeniť
počiscic;vyčistiť
počitac;ratat
počliva;poctivá
počĺiva;čestná, poctivá,
počĺive;čestné, čestne,
počĺivec;poctivý jedinec
počlivi;poctivý
počĺivi;poctivý
počĺivo;čestne
počlivojsc;poctivosť,česť
počĺivojsc;čestnosť, poctivosť,
počlivosc;poctivosť
počĺivosc;postivosť
počľivosc;úcta
počĺivoscc;poctivosť, cnosť,
počmudzic;pofajčiť,
počop;miesto
počta;pošta
počti;matematika
počuchac;potrieť, pošúchať,
počuchani;poškriabaný,
počudovańe;počudovanie
počurac;paj pośikac,
počurani;pocikaný
počuštome;potajomky,tajne
poćastovac;pohostiť
poćĺivi;poctivý
poćlivi;poctivý
poćlivosc;poctivosť
pod dachem;pod strechou
pod daškami;pod strechami
pod kalapom;byt pripity,opity
pod ośičom;v poraste osík
pod perinku;milovať
pod zadek;pod zadok
pod ´ľe hev;poď sem,poďže sem
podac;uľaviť sa
podac śe;podobať sa niekomu
podachteri;niektorý
podachtora;poniektora
podachtore;poniektore
podachtori;poniektorí mn. č.
podachtory;poniektory
podacśe;vzdať sa
podajce;podajte
podajeden;poniektorý
podajedne;niektorí
podakeri;podaktorí
podalośe;podobá sa
podarek;darček,
podareni;podarený
podareny;chutný,milý
podaric;podarovať, vydariť,
podarki;dary
podaromki;nadarmo
podaromne;zbytočne
podaromňici;zbytočne
podarovac;darovať
podarta;zodratá, potrhaná
podarti;potrhaný
podaruneček;darček
podarunek;darek
podarunki;darčeky
podarunok;darček
podarunok§;darček
podatni;poddajný
podavac;podavať, davať,
podavic;podusiť, potlačiť
podavicśe;podusiť sa, potlačiť
podbic;podbiť topánku,
podbifka;zahusťovacia zmes
podbijka;zápražka
podbita,-e...;pozri popis
podbite fizoli;fazuľa nakyslo
podbite gruľe;zemiakový prívarok
podbitebandurki;zemiakový prívarok
podbivečka;zátrepka
podbivka;zátrepka
podbjerac;ukladať obilie
podbradka;podbradník
podbyrak;podberák
podcac;podťať
podcati;podťatý
podchladzic;podchladiť
podcikac;podtekať
podcinac;podtínať
podčarknuc;podčiarknúť
podčarknuti;podčiarknutý,
podčarnuźem;do zeme
podčińeni;podriadený
poddžubac;podpichnúť
poddžubkac;podpichovať
poddžubkovac;podpichovať
poddžubovac;podpichovať,
poddžubovač;podpichovač
poddžubovańe;podpichovanie
poddžubuj;podjebávaj
podebrac;podobrať
podechnute;pohynuté
podejdzi;podíd´
podejma;časť voza
podejmac;podujať
podejmacśe;podujať sa
podejsc;podísť
podemic;podmyť
podeparti;podopretý
podepirac;podopierať
podeprec;podoprieť
podeprem;opriem
podeptac;oplodňovať sliepku
podergomba;druh jedlej huby
podervac;podtrhnúť
podervati;podtrhnutý
podestva;časť voza
podešla;podišla
podešva;podošva
podezreńe;podozrenie
podezrivac;podozrievať
podgančovac;potknúť niekoho..
podgančovani;podložiť nohu,
podgľančovac;potknúť niekoho
podguraženi;podnapitý,
podguražic še;dostať sa do nálady
podhardlina;podbradok
podhardľina;bravčový lalok
podharľina;sadlo na hrdle
podharlina;paprikový podbradok
podharĺina;časť tela pod krkom,
podharňa;podhrnú
podharňuje;podhŕňa
podhnuc;skrátiť
podhrabja;podhrabú
podhrebac;podhrabať, podhrnúť,
podichac;podýchať
podidac;pocmúľať
podiľ;pozdĺž
podilok;spodnička
podiĺovac;vyložiť dlážku
podinstovac;podusiť, predvariť,
podirgovac;natriasať,
podirigovac;poriadiť, zariadiť,
podiškurovac;porozprávať
podišol;podišiel
podjidov;provokatér,pokušiteľ
podkasac;vyhrnúť
podkasaný;vyhrnutý
podkášem;skrátim
podkladek;vajce ponechané v
podkoľenki;podkolienky
podkośic;podkosiť
podkovečka;podkovička
podkovki;na obuvi okovanie
podkuc;podkovať
podkufka;podkovka
podkufki;podkovky
podkuja;podkujú
podkul;podkol
podkuric;znepríjemniť,
podkurim ci hňed;vyhrážka
podkuti;podkovaný, znalý,
podkuvečka;podkovička
podkuvky;podkovky na obuv
podla;lenivá
podĺac;podliať
podĺacina;podliatina
podľak;zlý človek, podliak
podlamac;podlomiť
podlamani;podlomený
podĺati;podliatý,
podlaveni;popučený, rozpučený,
podlavic;popučiť
podľecec;podletieť
podľecel;podletel
podĺepic;podlepiť,
podĺeśina;vrcha vrstva v lese,
podli;zlý, znehodnotený
podľina;niečo znehodnotené
podĺina;zlá kvalita
podľišuvka;kuriatko jedlé
podĺivac;podlievať
podĺivaj;podlievaj
podĺizovac;podlizovať,
podľĺe;nekvalitne,
podlo;zle
podlo popatrela;ulistne, nepekne,
podlosc;podlosť
podložic;podkladať do pece
podlu;nedobrú zlú,
podlubac;pomilovať
podludnik;domkár
podluhovasti;podlhovastý
podluhovisti;podlhovastý
podlupki;prívarok
podly;zly, pokazeny
podmascic;podmastiť
podmeňel;podmienil
podmic;podmyť
podmivac;podmývať,
podmulic;ponoriť sa
podńebeńe;prostredie,
podnesc;zdvihnúť
podniknuc;podniknúť
podńimacśe;podoberať sa
podnožaj;časť krosien
podnožaje;drevené prdále
podnukňa;ponúknú
podnuknuc;ponúknuť
podobac še;podobať sa
podobaśe;ponáša sa
podobenka;portét, obrázok,
podobivani;unavení, uťahaní
podobizeň;portrét
podobizňa;fotografia
podobrac še;zotaviť sa, pookriať
podobrac še;podujať sa na niečo
podobric śe;milovať
podobricśe;pomeriť sa,
podobroce;podobrotky
podobrotki;v dobrom
podohaňa;ponaháňa
podohnuc;podkásať
podohvarac;porozprávať
podojic;podojiť
podojidac;podojedať, dojesť,
podojmuc;podujať
podokol;spodnička
podoĺivac;podolievať
podolivaj;podolievaj
podoĺivane;podolievané
podoĺivańe;podolievanie
podoĺivani;podolievaný
podolok;spodnička
podolok;časť odevu
podopalac;premišať v miske
podoparta;podopretá
podoparti;podopretý
podoparty;podopretý
podopirac;podopierať
podopíramše;podopieram sa
podopitovač;vyzvedať
podopric;podoprieť
podoražac;podorážať
podoševaj;podosievaj
podoševane;podosievané
podovažac;podovážať
podovoźic;podovážať
podozreńe;podozrenie
podozrivac;podozrievať
podpalcic;podplatiť
podpaľcom;nablízku
podpalic;podpáliť
podpaĺic;podpáliť
podpaľvechec;pokušiteľ
podpatek;podpätok
podpazuchu;popodplece
podpetek;podpetok
podpichnuc;podpichnúť
podpilic;podpíliť
podpinečka;podpňovka
podpinečky;podpinky
podpinka;podpňovka
podpinki;hriby
podpinky;podpnovky
podpinky;huby
podpira;podprsenka
podpisac;podpísať
podplaca;podplatia
podplaceňe;podplatenie
podplacic;podplatiť
podplacil;podplatil
podplacila;podplatila
podplacili;podplatili
podplaciľi;podplatili
podplamenňik;pagáč
podpomola;"""plafón"" v hrobe"
podporic;podporiť
podporka;podpera,
podradzene;podriadene
podradzeni;podriadený
podradzic;podriadiť
podradzic še;podradiť sa
podrapac;podriapať
podraźe;po ceste
podraželo;zdraželo
podraženi;podražený
podraźeni;podrazený
podražic;zdražieť
podraźic;podraziť, podviesť,
podraźńic;podráždiť
podrec;potrhať,
podrem;potrham
podrezac;podrezať
podriadzeni;podriadený
podriadzic;podriadiť
podric;potrhať
podricc;podrať, pod zadok,
podriľa;posotia
podriĺac;posácať, postŕkať,
podrilic;posunúť
podriĺovac;postŕkavať,
podrimac;podriemať
podrimkovac;podriemkávať
podrimkuje;pospáva
podrimovac;podriemkávaž
podríva;provokuje
podrobic;pomrviť
podrobicc;podmaniť
podrosla;povyrástla
podrosnuc;podrásť
podrosnuti;podrastený
podrošňa;podrastú
podruca;podhodia
podrucene;podhodené
podruceňe;podhodenie
podrucic;podhodiť
podrucovac;podhadzovať
podrucovaňe;podhadzovanie
podsadufka;májovka-huba
podscilka;podstielka
podsošňak;masliak
podšedňa;podsadnú
podšednuc;podsadnúť
podšekňa;podseknú
podśeknuc;poseknúť
podśeknuti;podťatý
podšpocic še;potknúť sa
podštrihla;podstrihla
podštrihli;podstrihli
podštrihnuc;podstrihnúť
podštrihujú;podstrihujú
podšvicene;podsvietené
podtarhnuc;podškrtnúť, poznačiť
podtarhnuti;podtrhnutý
podtarhnuto;podtrhnuté
podtarhovac;podtrhovať
poduc;pofukať,
poduchac;pofúkať
poduchovac;pofúkovať
podučic še;naučiť sa niečo
podudrac;pohundrať, pošomrať
podumac;pomyslieť,
poduric;poplašiť
podurkac;zaklopať
podurkaj;zaklop
podurkovac;poklepovať,
podurńeti;divoko sa správajúci
podurnuc;dostať nápad,
podusovki;hodiny
poduśeni;podusený
podušic;pozri popis
poduśic;podusiť
podvedla;podviedla
podvedzeńe;podvod
podvesc;podviesť
podviesc;podviesť
podvisc;podviesť
podvoĺic;súhlasiť, poddať sa,
podvoĺovac;ustupovať
podyrgla;podrgla
podyrgnul;podrgol
podz;poď, pozri poc
podz jesc;poď jesť
podzali;podiali
podzec;podieť
podzecśe;podieť sa, stratiť,
podzedzic;zdediť,
podzejem;podejem
podzejemśe;podejem sa
podzekovac;poďakovať
podzekovala;poďakovala
podzekovaňe;poďakovanie
podzekovańe;poďakovanie
podzekuj;poďakuj
podzekuja;poďakujú
podzekujem;poďakujem
podzeľa;podelia sa
podzela;zmizla
podzeľeňe;podelenie
podzelic;podeliť
podzeĺic;podeliť
podzeľic;podeliť
podzeĺicśe;podeliť sa
podzeľil;podelil
podzeľila;podelila
podzelili;podelili
podzeľime;podelíme
podzeľmeše;podeľme sa
podzeĺna;deliteľná
podzeĺne;deliteľné
podzeĺni;deliteľný
podzeľny;deliteľný
podzezdic;podediť
podziec;podieť, stratiť,
podzigac;pomilovať
podzipkac;popichať
podziraveni;poderavený
podziravic;poderaviť
podzivac;stracať sa ,
podzivena;divná,
podzivic;počudovať,
podzĺehef;poď sem
podzĺehefka;poď sem
podzĺehefkaj;poď sem
podzĺehev;poď sem
podzĺehevka;poď sem
podzĺehevkaj;poď sem
podzma;podˇme
podzme;podme
podzmurkac;pozmurkat
podztu;poď sem
podzvihnuc;podvihnúť
podzvihovańe;podvihovanie
podžabac;pobabrať,pokaziť
podžabani;pošpinený,
podžamčeni;pomliaždený
podžamčic;pomliaždiť
podžamkac;pomliaždiť
podžmuric;žmúriť,
podžmurkac;požmurkať
podžmurkaj;pomrkaj okom
podžmurknuc;mrknúť,
podžmurkovac;javiť záujem o patrn
podźondany;pokúskovaný
podžongac;pokúskovať
podžontgac;pokúskovať
podžontkac;pokúskovať
podžontkovani;pokúskovaný
podžubac;poďobať
podžubac;pomilovať
podžubacc;pozobať, pokaziť,
podžubal;pokazil
podžubalše;pokazil sa
podžubane;pokazené
podžubani;pokarhaný, dorazený,
podžubkac;poďobkať
podźubnuc;podpichnúť,
podžubuje;vyrýva
podžugac;mať sex pej.
podžureni;vyprovokovaný,
podžuric;podpichnúť
podžurovac;podpichovať
podžurovač;podnecovateľ,
podžurovańe;podpichovanie
podžurovani;podpichovaný
podžurovateĺ;podnecovateľ,
pod~debrami;názov ulice
pofa;tvár
pofiderni;pochybný
pofigľovac;požartovať, pošpásov
pofircovac;dočasne, ručne,
pofirkac;počmárať
pofocic;pofotografovať,
pofocime;pofotime
pofšibida;polievka-kišeľ
pofuľkac;počmárať
pogač;placka
pogan;zlé decko
pogančovac;znevážovať,
pogańok;druh jedla s kapusty
pogickac;ofrkat
pogiĺar;peňaženka
pogĺajchac śe;pomilovať
pogĺančovac;znevážovať,
pogľeja;polepia
poglejovane;polepene
poglupavy;mentálne zaostalý
pogravčel;pokričal
pogravči;poplače
pogžic;pošalieť,
pohacic;zahatať,
pohajčakovane;neustlané
pohakac;pokrčiť
pohamovac;spomaľovať,
pohańackravi;viesť kravy v záprah
pohančiar;šikovateľ
pohańic;potupiť,
pohariček;pohárik
poharičok;pohárik
poharik;malý pohár
poharkani;poškriepení
pohaśene;pozhasínané
pohaśeńe;pohasínanie
pohaśic;pohasiť
pohičkaj;pohýčkaj,zabav
pohitala;pochýtala
pohľadniceše;pohľadnitesa
pohladzeńe;pohladenie
pohladzeni;pohladený
pohladzic;pohladiť
pohlaskac;pohladiť
pohlaskańe;pohladenie
pohlaskani;pohladený
pohlatkac;pohladiť
pohľedac;pohľadať
pohĺedac;pohľadať
pohľedaj;pohľadaj
pohľedaja;pohľadajú
pohľedala;pohľadala
pohľedam;pohľadám
pohľedaňe;pohľadanie
pohľedani;pohľadaný
pohľedavac;pohľadávať
pohĺedavka;pohľadávka
pohľednica;pohľadnica
pohĺednica;pohľadnica
pohĺedovac;pohľadávať
pohlodky;dozvuky, (hostina)
pohlušic;nabiť,
pohńesc;pohniesť
pohńic;pohniť,
pohnivane;pohnevané
pohodni;?
pohombac;pohojdať
pohopic;pochopiť
pohorenisko;pozri popis
pohorhasti;trocha horký,
pohoric;pohorieť
pohorkavi;nahorklý
pohorkavy;horkastý
pohoršeňe;pohoršenie
pohoršeńe;pohoršenie
pohoršicśe;pokaziť sa
pohoršovac;zlostiť sa
pohosceńe;pohostenie
pohoscic;pohostiť
pohoscicśe;pohostiť sa
pohoscila;pohostila
pohoscina;pohostinná
pohotove;pohotoví
pohotovosc;pohotovosť
pohrančeni chľib;hrianky
pohraničar;pohraničiar
pohrebac;pochovať
pohrebini;kar
pohrebni;smútočný,
pohrib;pohreb
pohrisc;pohrýzť
pohriźe;pohryzie
pohriženi;pokusaný, pohrizený,
pohroźic;pohroziť
pohrožil;pohrozil
pohrožím;pohrozím
pohryža;pohryzú
pohubel;pokazil
pohubela;pokazila
pohubeľi;pokazili
pohubene;pokazene
pohubeńe;pokazenie
pohubeni;pokazený
pohubeny;pokazený
pohubic;pokaziť
pohubic še;pokaziť sa (techn.)
pohubil;pokazil
pohubiloše;pokailo sa
pohubĺikovac;pomilovať
pohubĺovac;pomilovať
pohubovac;kaziť
pohuckac;podpichnúť,
pohudľac;zťažka požuť
pohudzeńe;poudenie,
pohudzeni;poudený,
pohudzic;poudiť, podymiť,
pohukacśe;pripustiť sviňu ku
pohuĺac;teplo poobliekať,
pohurcac;pošpiniť
pohurcani;špinavý
pohurkac;pomlieť
pohurkani;pomletý
pohuržvic;pokrčiť
pohuskac;poštvať, podpichnúť,
pohutorec;pohovoriť
pohutorel;pohovoril
pohutoric;porozprávať
pohutorila;porozprávala
pohutorili;pohovorili
pohuzdzeńe;pomrvenie
pohuzdzeni;pokrčený, porušený,
pohuzdzic;pomrviť, pohniezdiť,
pohuzdzicśe;pomrviť sa,
pohužvac;dokrkvať,
pohužvaja;pokričia
pohužvani;pokrčený(o látke)
pohvizdovac;popiskovať,
pohvizduje;popiskuje
poimac;chytiť, zachytiť,
poimal;chytil
poimati;chytiť
poisca;poistia
poisceńe;poistenie
poiscic;poistiť
poiscovńa;poisťovňa
poiskac;?
poiščovňa;poisťovňa
poitura;povrchová úprava
pojac;pochopiť
pojata;kôlnička na drevo
pojataa;hospodarska stavba
pojd;povala
pojednac;objednať, zabezpečiť
pojednacśe;doshodnúť sa
pojednani;dohodnutý
pojednávańe;pojednanie, dohodova
pojednavańe;pojednanie, dohodova
pojesc;niečo zjesť
pojesni;chutný, jedlý,
pojic;napájať
pojid;pojedol
pojidbim;pojedol by som
pojidzme;pojedzme
pojiśčovak;poisťovateľ
pojiśčovňa;poisťovňa
pojma;veľká plachta
pojsc;ísť
pojsc;odísť
pojscc;zomrieť,
pojsceľ;posteľ
pojsceľova;posteľová
pojsciľ;posteľ
pojscilka;postieľka
pojutre;pozajtra
pojutru;pozajtra
pokachĺičkovac;obložiť
pokachĺičkované;obložené
pokachĺičkovane;obložené
pokachĺičkovańe;obloženie
pokachĺičkovani;obložený
pokachĺičkovano;obložené
pokadze;pokiaľ
pokadzi;pokiaľ
pokafrac;pokaziť
pokafrani;zbabraný,
pokajacśe;polepšiť sa
pokajaj še;polepši sa
pokaľ;pokiaľ
pokaĺ;pokiaľ
pokaĺičený;zmrzačený
pokantreni;pokazený
pokantric;poničiť,
pokapac;stratiť, zmiznúť,
pokapala;zahynula, zmizla
pokapča;pozapína
pokapčac;pozopínať,
pokapčal;pozapínal
pokapkac;pokvapkať
pokarac;potrestať,
pokarani;hrešený
pokarč;pokŕč
pokarčeny;pokrčený
pokarčic;pokŕčiť
pokárece;potresce ťa
pokarmic;pokŕmiť,
pokašĺovac;pokašľávať
pokatovac;poničiť,
pokaźeńe;pokazenie,
pokaźeno;chybné,
pokažic;pokaziť
pokažil;pokazil
pokažila;pokazila
pokažiše;pokazí sa
pokec;rozhovor, chat,
pokecac;porozprávať
pokekešicśe;potešiť sa
pokeľ;dokiaľ
pokeĺ;pokiaľ
pokeĺo;po čom, po koľko,
pokerešic;pokarhať, skrstiť
pokersceni;pokrstený
pokerscený;pokrstený
pokerscic;pokrstiť
pokerscil;pokrstil
pokervaveni;skrvavený
pokervavic;skrvaviť
poki;pokiaľ
pokidacśe;zašpiniť sa, jedlom
pokim;zakiaľ,dokedy
pokinkac;podriemať
pokitkac;poštekliť
pokitkámce;pošteklím ťa
pokivac;zamávať,
pokľa, pokeľ;pokiaľ, kým
poklac;pobodať
pokladaja;pokladajú
pokladza;pokladú
pokľagane;popadané
pokĺapkac;zatlieskať
poklasc;poklásť,
pokldza;pokladú
poklebecime;porozprávame
pokľečaci;pokľačiačky
pokĺečački;kľaciac
pokĺečki;kľaciac
pokľekla;pokľakla
pokľekňa;pokľaknú
pokľekňi;pokľakní
pokľeknuc;pokľaknúť
pokĺepac;pokovať,
pokĺepovac;poklepovať,
pokľik;posial
pokľikac;kľakať, myšou klikať
pokĺikac;kľakať, myšou klikať
poklikaja;pokľakajú
pokĺikovac;pokľakávať
pokmotricśe;pokmotriť sa
pokoj ańďelski;pohoda
pokolčavic;pokrehnúť, tuhnúť,
pokoľe;popicha
pokoĺeńe;pokolenie
pokoĺimaźic;pomazať kolomažou
pokonac;zmieriť
pokonacše;udobriť sa
pokonacšes;dohodnuť sa
pokonajmeše;udobríme sa
pokonavka;dohoda, zmier,
pokončic;vybaviť
pokopac;pokopať,
pokos;riadok
pokospokosaj;ručne kosený riadok
pokośic;pokosiť
pokošiľi;pokosili
pokośim;pokosím
pokoštovac;ochutnať
pokoštuj;ochutnaj
pokoštujem;ochutnám
pokošu;pokosím
pokrac;nakrájať,pokrájať
pokrac;pokrájať
pokrace;pokrájanie
pokradzme;ukradomky, potajme
pokrakac;poťahať za vlasy
pokrašec;opeknieť
pokrašnec;opeknieť
pokrašnel;opeknel
